9.570312500000000000e-01	8.906250000000000000e-01
7.773437500000000000e-01	4.119873046875000000e-03
8.632812500000000000e-01	1.007812500000000000e+00
8.515625000000000000e-01	2.655029296875000000e-03
2.558593750000000000e-01	9.296875000000000000e-01
9.882812500000000000e-01	5.507812500000000000e-01
2.929687500000000000e-01	7.929687500000000000e-01
1.000000000000000000e+00	8.007812500000000000e-01
1.308593750000000000e-01	1.000000000000000000e+00
9.257812500000000000e-01	1.000000000000000000e+00
4.687500000000000000e-01	8.554687500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.648437500000000000e-01
9.101562500000000000e-01	8.320312500000000000e-01
9.023437500000000000e-01	1.007812500000000000e+00
-7.724761962890625000e-05	9.960937500000000000e-01
1.007812500000000000e+00	5.820312500000000000e-01
9.726562500000000000e-01	1.000000000000000000e+00
9.921875000000000000e-01	9.843750000000000000e-01
7.031250000000000000e-01	8.281250000000000000e-01
9.960937500000000000e-01	9.921875000000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00
9.960937500000000000e-01	1.000000000000000000e+00
9.140625000000000000e-01	9.960937500000000000e-01
