9.570312500000000000e-01	8.789062500000000000e-01
7.460937500000000000e-01	5.340576171875000000e-03
8.281250000000000000e-01	1.039062500000000000e+00
7.070312500000000000e-01	1.879882812500000000e-02
3.828125000000000000e-01	8.125000000000000000e-01
9.960937500000000000e-01	4.804687500000000000e-01
3.222656250000000000e-01	6.757812500000000000e-01
1.015625000000000000e+00	6.718750000000000000e-01
2.431640625000000000e-01	1.023437500000000000e+00
9.101562500000000000e-01	1.023437500000000000e+00
4.902343750000000000e-01	8.437500000000000000e-01
1.031250000000000000e+00	1.031250000000000000e+00
1.007812500000000000e+00	9.648437500000000000e-01
8.984375000000000000e-01	7.031250000000000000e-01
9.335937500000000000e-01	1.039062500000000000e+00
8.354187011718750000e-04	9.804687500000000000e-01
1.031250000000000000e+00	6.015625000000000000e-01
9.765625000000000000e-01	9.804687500000000000e-01
9.921875000000000000e-01	1.015625000000000000e+00
5.625000000000000000e-01	8.281250000000000000e-01
9.960937500000000000e-01	9.882812500000000000e-01
1.031250000000000000e+00	9.921875000000000000e-01
9.960937500000000000e-01	1.039062500000000000e+00
8.789062500000000000e-01	1.007812500000000000e+00
