9.687500000000000000e-01	9.609375000000000000e-01
8.203125000000000000e-01	1.281738281250000000e-03
7.695312500000000000e-01	1.039062500000000000e+00
6.992187500000000000e-01	9.078979492187500000e-04
3.281250000000000000e-01	9.296875000000000000e-01
1.000000000000000000e+00	3.828125000000000000e-01
1.699218750000000000e-01	7.578125000000000000e-01
1.039062500000000000e+00	7.460937500000000000e-01
2.441406250000000000e-01	1.062500000000000000e+00
9.101562500000000000e-01	1.039062500000000000e+00
3.593750000000000000e-01	8.554687500000000000e-01
1.015625000000000000e+00	1.039062500000000000e+00
1.000000000000000000e+00	9.531250000000000000e-01
9.726562500000000000e-01	7.773437500000000000e-01
8.945312500000000000e-01	1.046875000000000000e+00
-1.135253906250000000e-02	9.843750000000000000e-01
1.062500000000000000e+00	6.132812500000000000e-01
9.804687500000000000e-01	1.000000000000000000e+00
1.007812500000000000e+00	9.843750000000000000e-01
5.117187500000000000e-01	8.906250000000000000e-01
9.804687500000000000e-01	9.921875000000000000e-01
1.023437500000000000e+00	1.015625000000000000e+00
1.000000000000000000e+00	1.031250000000000000e+00
9.218750000000000000e-01	9.921875000000000000e-01
