9.531250000000000000e-01	8.906250000000000000e-01
7.578125000000000000e-01	3.173828125000000000e-03
8.281250000000000000e-01	1.054687500000000000e+00
7.695312500000000000e-01	-2.426147460937500000e-03
2.624511718750000000e-02	8.593750000000000000e-01
9.843750000000000000e-01	5.273437500000000000e-01
4.238281250000000000e-01	8.359375000000000000e-01
1.054687500000000000e+00	8.242187500000000000e-01
3.144531250000000000e-01	1.039062500000000000e+00
9.609375000000000000e-01	1.000000000000000000e+00
6.367187500000000000e-01	8.906250000000000000e-01
1.039062500000000000e+00	1.023437500000000000e+00
1.015625000000000000e+00	9.726562500000000000e-01
9.218750000000000000e-01	8.710937500000000000e-01
9.335937500000000000e-01	1.031250000000000000e+00
4.648437500000000000e-01	9.804687500000000000e-01
1.046875000000000000e+00	5.820312500000000000e-01
9.960937500000000000e-01	1.007812500000000000e+00
9.882812500000000000e-01	9.960937500000000000e-01
8.125000000000000000e-01	8.789062500000000000e-01
1.015625000000000000e+00	1.007812500000000000e+00
1.023437500000000000e+00	1.015625000000000000e+00
9.960937500000000000e-01	1.015625000000000000e+00
9.687500000000000000e-01	1.000000000000000000e+00
