9.101562500000000000e-01	8.984375000000000000e-01
8.281250000000000000e-01	1.721191406250000000e-02
8.945312500000000000e-01	1.039062500000000000e+00
9.843750000000000000e-01	1.342773437500000000e-03
5.078125000000000000e-01	9.062500000000000000e-01
1.000000000000000000e+00	6.250000000000000000e-01
3.574218750000000000e-01	8.671875000000000000e-01
1.007812500000000000e+00	8.593750000000000000e-01
4.335937500000000000e-01	1.015625000000000000e+00
1.023437500000000000e+00	1.031250000000000000e+00
7.031250000000000000e-01	9.843750000000000000e-01
1.046875000000000000e+00	1.023437500000000000e+00
1.023437500000000000e+00	1.000000000000000000e+00
8.164062500000000000e-01	7.500000000000000000e-01
9.375000000000000000e-01	1.062500000000000000e+00
1.425781250000000000e-01	1.039062500000000000e+00
1.054687500000000000e+00	7.070312500000000000e-01
9.960937500000000000e-01	1.000000000000000000e+00
1.015625000000000000e+00	1.007812500000000000e+00
5.195312500000000000e-01	8.007812500000000000e-01
1.023437500000000000e+00	1.023437500000000000e+00
1.031250000000000000e+00	1.000000000000000000e+00
9.804687500000000000e-01	1.015625000000000000e+00
9.179687500000000000e-01	1.007812500000000000e+00
