-4.444122314453125000e-04	-7.362365722656250000e-04	8.203125000000000000e-02	-6.256103515625000000e-04
3.247070312500000000e-02	-6.437301635742187500e-05	-4.615783691406250000e-04	3.027343750000000000e-02
8.281250000000000000e-01	1.266479492187500000e-03	1.000000000000000000e+00	5.000000000000000000e-01
6.132812500000000000e-01	1.007812500000000000e+00	5.976562500000000000e-01	1.609802246093750000e-03
1.007812500000000000e+00	8.750000000000000000e-01	6.079101562500000000e-02	-2.212524414062500000e-03
7.539062500000000000e-01	2.734375000000000000e-01	1.007812500000000000e+00	2.941894531250000000e-02
2.298355102539062500e-04	8.906250000000000000e-01	1.754760742187500000e-03	8.316040039062500000e-04
1.336669921875000000e-02	1.426696777343750000e-03	1.019287109375000000e-02	7.324218750000000000e-03
4.321289062500000000e-02	1.319885253906250000e-03	-3.395080566406250000e-04	1.000000000000000000e+00
7.226562500000000000e-01	5.390625000000000000e-01	4.785156250000000000e-01	8.554687500000000000e-01
8.320312500000000000e-01	1.281738281250000000e-03	4.804687500000000000e-01	-3.707885742187500000e-03
2.090454101562500000e-03	1.007812500000000000e+00	-3.738403320312500000e-04	1.007812500000000000e+00
5.000000000000000000e-01	9.843750000000000000e-01	3.613281250000000000e-01	9.492187500000000000e-01
9.726562500000000000e-01	9.335937500000000000e-01	8.710937500000000000e-01	1.572265625000000000e-01
9.726562500000000000e-01	1.007812500000000000e+00	9.335937500000000000e-01	1.007812500000000000e+00
9.179687500000000000e-01	-4.744529724121093750e-05	9.960937500000000000e-01	1.000000000000000000e+00
1.007812500000000000e+00	1.007812500000000000e+00	1.007812500000000000e+00	4.667968750000000000e-01
6.601562500000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00	9.375000000000000000e-01
6.217956542968750000e-04	1.007812500000000000e+00	9.960937500000000000e-01	7.148437500000000000e-01
1.007812500000000000e+00	1.037597656250000000e-03	1.000000000000000000e+00	1.007812500000000000e+00
9.521484375000000000e-02	1.000000000000000000e+00	1.007812500000000000e+00	1.007812500000000000e+00
9.804687500000000000e-01	9.335937500000000000e-01	9.101562500000000000e-01	1.000000000000000000e+00
1.007812500000000000e+00	1.007812500000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.007812500000000000e+00	1.007812500000000000e+00	1.000000000000000000e+00	5.703125000000000000e-01
2.031250000000000000e-01	9.687500000000000000e-01	8.867187500000000000e-01	1.000000000000000000e+00
-3.547668457031250000e-04	1.007812500000000000e+00	3.066406250000000000e-01	9.921875000000000000e-01
1.007812500000000000e+00	1.000000000000000000e+00	1.007812500000000000e+00	9.921875000000000000e-01
1.007812500000000000e+00	1.806640625000000000e-01	1.007812500000000000e+00	1.000000000000000000e+00
